TMEM167B,,,,
TMEM231,,,,
TMEM63B,,,,
TOPBP1,,,,
TPD52,,,,
TPD52L2,,,,
TRAF4,,,,
TRAPPC12,,,,
TRAPPC3L,,,,
TRAPPC6A,,,,
TRIM23,,,,
TRMT112,,,,
TRPC6,,,,
TRPM1,,,,
TRPM2,,,,
TRPM3,,,,
TRPM8,,,,
TSC2,,,,
TSEN2,,,,
TSFM,,,,
TSN,,,,
TSPAN17,,,,
TSPAN3,,,,
TSR1,,,,
TTC1,,,,
TTC17,,,,
TTC39A,,,,
TTC39C,,,,
TTC7A,,,,
TTC7B,,,,
TTLL5,,,,
TTLL7,,,,
TTLL9,,,,
TUSC3,,,,
TUT7,,,,
TXLNB,,,,
U2SURP,,,,
UBE2A,,,,
UBE2B,,,,
UBE2F,,,,
UBE2L3,,,,
UBE2L5,,,,
UBE3A,,,,
UBE3C,,,,
UBN1,,,,
UGGT2,,,,
UHRF1BP1L,,,,
UNC45A,,,,
UNC5C,,,,
USP15,,,,
USP19,,,,
USP46,,,,
VPS11,,,,
VPS33B,,,,
VPS35L,,,,
VTI1A,,,,
WASHC3,,,,
WDR3,,,,
WDR61,,,,
WDR91,,,,
XAB2,,,,
XRCC6,,,,
ZC2HC1A,,,,
ZC3H14,,,,
ZCCHC24,,,,
ZCCHC4,,,,
ZDHHC17,,,,
ZEB1,,,,
ZFAND2A,,,,
ZFAT,,,,
ZMYND11,,,,
ZNF687,,,,
ZSWIM8,,,,
ZXDA,,,,
ZXDB,,,,
